Category,Numerical,Description,Salary,Rating,Boolean
Category B,155,Ut labore et dolore magna aliqua,70987,5,True 
Category A,89,Ut labore et dolore magna aliqua,52041,5,True 
Category C,626,Sed do eiusmod tempor incididunt,55474,5,True 
Category B,508,Ut labore et dolore magna aliqua,32133,5,True 
Category B,42,Consectetur adipiscing elit,58779,5,True 
Category C,521,Lorem ipsum dolor sit amet,53121,5,True 
Category A,341,Ut labore et dolore magna aliqua,64396,5,True 
Category C,963,Lorem ipsum dolor sit amet,44224,5,True 
Category C,569,Ut labore et dolore magna aliqua,90737,5,True 
Category B,643,Ut labore et dolore magna aliqua,57174,5,True 
Category A,752,Ut labore et dolore magna aliqua,82241,5,True 
Category B,609,Consectetur adipiscing elit,48690,5,True 
Category A,104,Consectetur adipiscing elit,91245,5,True 
Category B,899,Sed do eiusmod tempor incididunt,81684,5,True 
Category A,534,Ut labore et dolore magna aliqua,68080,5,True 
Category C,627,Lorem ipsum dolor sit amet,49220,5,True 
Category A,18,Sed do eiusmod tempor incididunt,71409,5,True 
Category B,615,Consectetur adipiscing elit,96040,5,True 
Category A,998,Consectetur adipiscing elit,37865,5,True 
Category A,833,Sed do eiusmod tempor incididunt,88723,5,True 
Category A,312,Consectetur adipiscing elit,66782,5,True 
Category C,268,Sed do eiusmod tempor incididunt,69696,5,True 
Category A,772,Lorem ipsum dolor sit amet,94915,5,True 
Category B,824,Consectetur adipiscing elit,101949,5,True 
Category A,191,Sed do eiusmod tempor incididunt,64027,5,True 
Category A,738,Ut labore et dolore magna aliqua,95506,5,True 
Category B,627,Ut labore et dolore magna aliqua,94186,5,True 
Category B,476,Consectetur adipiscing elit,58692,5,True 
Category C,252,Ut labore et dolore magna aliqua,89083,5,True 
Category C,209,Consectetur adipiscing elit,107235,5,True 
Category B,342,Ut labore et dolore magna aliqua,36388,5,True 
Category A,528,Consectetur adipiscing elit,32313,5,True 
Category B,944,Ut labore et dolore magna aliqua,73821,5,True 
Category C,454,Sed do eiusmod tempor incididunt,59339,5,True 
Category B,140,Lorem ipsum dolor sit amet,56476,5,True 
Category A,777,Ut labore et dolore magna aliqua,39504,5,True 
Category A,13,Consectetur adipiscing elit,60229,5,True 
Category B,686,Consectetur adipiscing elit,65294,5,True 
Category B,654,Ut labore et dolore magna aliqua,59982,5,True 
Category B,683,Ut labore et dolore magna aliqua,76724,5,True 
Category A,541,Sed do eiusmod tempor incididunt,57221,5,True 
Category C,207,Ut labore et dolore magna aliqua,42580,5,True 
Category C,62,Consectetur adipiscing elit,92437,5,True 
Category C,87,Ut labore et dolore magna aliqua,79513,5,True 
Category B,522,Ut labore et dolore magna aliqua,60092,5,True 
Category C,163,Sed do eiusmod tempor incididunt,46211,5,True 
Category B,297,Ut labore et dolore magna aliqua,36787,5,True 
Category B,247,Ut labore et dolore magna aliqua,106051,5,True 
Category A,371,Lorem ipsum dolor sit amet,48469,5,True 
Category C,804,Consectetur adipiscing elit,37090,5,True 
Category B,116,Consectetur adipiscing elit,110882,5,True 
Category A,350,Sed do eiusmod tempor incididunt,76771,5,True 
Category A,549,Ut labore et dolore magna aliqua,40966,5,True 
Category A,550,Sed do eiusmod tempor incididunt,82330,5,True 
Category A,904,Consectetur adipiscing elit,104788,5,True 
Category B,419,Lorem ipsum dolor sit amet,114261,5,True 
Category C,356,Lorem ipsum dolor sit amet,68853,5,True 
Category A,945,Ut labore et dolore magna aliqua,92460,5,True 
Category B,91,Consectetur adipiscing elit,110558,5,True 
Category C,244,Lorem ipsum dolor sit amet,74501,5,True 
Category C,291,Sed do eiusmod tempor incididunt,42142,5,True 
Category A,324,Lorem ipsum dolor sit amet,44246,5,True 
Category C,290,Consectetur adipiscing elit,104135,5,True 
Category B,688,Sed do eiusmod tempor incididunt,115789,5,True 
Category B,323,Sed do eiusmod tempor incididunt,33578,5,True 
Category A,44,Sed do eiusmod tempor incididunt,63580,5,True 
Category B,519,Consectetur adipiscing elit,112528,5,True 
Category C,70,Consectetur adipiscing elit,40739,5,True 
Category B,351,Ut labore et dolore magna aliqua,52606,5,True 
Category A,611,Sed do eiusmod tempor incididunt,93725,5,True 
Category B,554,Ut labore et dolore magna aliqua,48978,5,True 
Category B,42,Ut labore et dolore magna aliqua,100972,5,True 
Category C,729,Sed do eiusmod tempor incididunt,97606,5,True 
Category C,568,Ut labore et dolore magna aliqua,48036,5,True 
Category B,112,Consectetur adipiscing elit,75970,5,True 
Category B,521,Lorem ipsum dolor sit amet,43524,5,True 
Category B,812,Ut labore et dolore magna aliqua,51094,5,True 
Category C,735,Consectetur adipiscing elit,105728,5,True 
Category C,899,Sed do eiusmod tempor incididunt,30004,5,True 
Category C,338,Lorem ipsum dolor sit amet,72819,5,True 
Category A,34,Sed do eiusmod tempor incididunt,33169,5,True 
Category A,741,Consectetur adipiscing elit,55535,5,True 
Category B,216,Sed do eiusmod tempor incididunt,90104,5,True 
Category B,980,Sed do eiusmod tempor incididunt,45571,5,True 
Category A,169,Lorem ipsum dolor sit amet,87165,5,True 
Category B,295,Consectetur adipiscing elit,107401,5,True 
Category C,355,Sed do eiusmod tempor incididunt,49041,5,True 
Category B,304,Sed do eiusmod tempor incididunt,43179,5,True 
Category B,995,Sed do eiusmod tempor incididunt,50042,5,True 
Category A,300,Ut labore et dolore magna aliqua,101584,5,True 
Category C,863,Ut labore et dolore magna aliqua,72662,5,True 
Category B,765,Lorem ipsum dolor sit amet,89208,5,True 
Category B,436,Lorem ipsum dolor sit amet,42296,5,True 
Category A,253,Ut labore et dolore magna aliqua,33363,5,True 
Category A,254,Sed do eiusmod tempor incididunt,113918,5,True 
Category A,819,Consectetur adipiscing elit,31418,5,True 
Category C,784,Ut labore et dolore magna aliqua,64190,5,True 
Category B,238,Sed do eiusmod tempor incididunt,106288,5,True 
Category B,658,Sed do eiusmod tempor incididunt,79711,5,True 
Category C,79,Sed do eiusmod tempor incididunt,34585,5,True 
Category A,595,Lorem ipsum dolor sit amet,118846,5,True 
Category C,911,Sed do eiusmod tempor incididunt,55997,5,True 
Category B,960,Consectetur adipiscing elit,51237,5,True 
Category B,966,Consectetur adipiscing elit,49823,5,True 
Category C,80,Ut labore et dolore magna aliqua,84346,5,True 
Category B,465,Sed do eiusmod tempor incididunt,58669,5,True 
Category B,854,Lorem ipsum dolor sit amet,100928,5,True 
Category A,953,Sed do eiusmod tempor incididunt,70916,5,True 
Category A,374,Lorem ipsum dolor sit amet,67710,5,True 
Category A,203,Lorem ipsum dolor sit amet,110731,5,True 
Category B,530,Ut labore et dolore magna aliqua,53607,5,True 
Category C,832,Sed do eiusmod tempor incididunt,58978,5,True 
Category C,678,Consectetur adipiscing elit,104282,5,True 
Category C,613,Lorem ipsum dolor sit amet,79030,5,True 
Category C,449,Lorem ipsum dolor sit amet,69145,5,True 
Category A,471,Ut labore et dolore magna aliqua,44777,5,True 
Category C,595,Ut labore et dolore magna aliqua,44611,5,True 
Category C,261,Sed do eiusmod tempor incididunt,42283,5,True 
Category C,731,Ut labore et dolore magna aliqua,80318,5,True 
Category B,794,Lorem ipsum dolor sit amet,46312,5,True 
Category B,73,Lorem ipsum dolor sit amet,34208,5,True 
Category C,930,Lorem ipsum dolor sit amet,85892,5,True 
Category C,346,Sed do eiusmod tempor incididunt,94134,5,True 
Category B,568,Consectetur adipiscing elit,118691,5,True 
Category B,801,Ut labore et dolore magna aliqua,82012,5,True 
Category A,943,Lorem ipsum dolor sit amet,110189,5,True 
Category C,801,Ut labore et dolore magna aliqua,36238,5,True 
Category A,361,Lorem ipsum dolor sit amet,73611,5,True 
Category A,911,Sed do eiusmod tempor incididunt,34440,5,True 
Category B,77,Sed do eiusmod tempor incididunt,106617,5,True 
Category B,624,Lorem ipsum dolor sit amet,73017,5,True 
Category C,609,Sed do eiusmod tempor incididunt,82490,5,True 
Category B,662,Ut labore et dolore magna aliqua,106804,5,True 
Category B,135,Sed do eiusmod tempor incididunt,58913,5,True 
Category C,370,Sed do eiusmod tempor incididunt,96546,5,True 
Category A,619,Consectetur adipiscing elit,83121,5,True 
Category B,583,Ut labore et dolore magna aliqua,30639,5,True 
Category C,201,Ut labore et dolore magna aliqua,107413,5,True 
Category B,270,Sed do eiusmod tempor incididunt,110225,5,True 
Category B,98,Ut labore et dolore magna aliqua,103006,5,True 
Category A,580,Lorem ipsum dolor sit amet,55620,5,True 
Category B,262,Consectetur adipiscing elit,86639,5,True 
Category A,917,Lorem ipsum dolor sit amet,113296,5,True 
Category A,192,Sed do eiusmod tempor incididunt,56665,5,True 
Category B,676,Sed do eiusmod tempor incididunt,84608,5,True 
Category B,86,Ut labore et dolore magna aliqua,52913,5,True 
Category C,807,Ut labore et dolore magna aliqua,94237,5,True 
Category A,209,Sed do eiusmod tempor incididunt,45829,5,True 
Category C,434,Consectetur adipiscing elit,47641,5,True 
Category B,175,Sed do eiusmod tempor incididunt,59763,5,True 
Category B,891,Sed do eiusmod tempor incididunt,74954,5,True 
Category A,448,Consectetur adipiscing elit,53617,5,True 
Category B,395,Lorem ipsum dolor sit amet,76973,5,True 
Category B,253,Ut labore et dolore magna aliqua,93873,5,True 
Category A,169,Lorem ipsum dolor sit amet,61952,5,True 
Category C,163,Consectetur adipiscing elit,58988,5,True 
Category B,643,Lorem ipsum dolor sit amet,74883,5,True 
Category B,452,Sed do eiusmod tempor incididunt,41727,5,True 
Category C,925,Sed do eiusmod tempor incididunt,95094,5,True 
Category B,464,Lorem ipsum dolor sit amet,50701,5,True 
Category C,491,Consectetur adipiscing elit,77950,5,True 
Category B,932,Consectetur adipiscing elit,46166,5,True 
Category B,711,Ut labore et dolore magna aliqua,111036,5,True 
Category C,656,Ut labore et dolore magna aliqua,96112,5,True 
Category C,994,Consectetur adipiscing elit,64142,5,True 
Category A,921,Sed do eiusmod tempor incididunt,38939,5,True 
Category B,651,Sed do eiusmod tempor incididunt,70941,5,True 
Category C,665,Sed do eiusmod tempor incididunt,58730,5,True 
Category C,636,Ut labore et dolore magna aliqua,113966,5,True 
Category A,883,Lorem ipsum dolor sit amet,97204,5,True 
Category B,450,Ut labore et dolore magna aliqua,69393,5,True 
Category A,222,Consectetur adipiscing elit,50417,5,True 
Category C,990,Lorem ipsum dolor sit amet,101552,5,True 
Category A,917,Sed do eiusmod tempor incididunt,44113,5,True 
Category C,210,Ut labore et dolore magna aliqua,97651,5,True 
Category B,177,Ut labore et dolore magna aliqua,88260,5,True 
Category C,599,Ut labore et dolore magna aliqua,91816,5,True 
Category B,95,Consectetur adipiscing elit,35481,5,True 
Category C,891,Ut labore et dolore magna aliqua,102028,5,True 
Category C,982,Consectetur adipiscing elit,104441,5,True 
Category A,625,Sed do eiusmod tempor incididunt,30744,5,True 
Category A,768,Sed do eiusmod tempor incididunt,35007,5,True 
Category C,405,Ut labore et dolore magna aliqua,110985,5,True 
Category A,162,Sed do eiusmod tempor incididunt,107509,5,True 
Category B,564,Ut labore et dolore magna aliqua,107120,5,True 
Category A,647,Ut labore et dolore magna aliqua,40229,5,True 
Category C,947,Consectetur adipiscing elit,81713,5,True 
Category B,434,Consectetur adipiscing elit,71655,5,True 
Category C,963,Sed do eiusmod tempor incididunt,58547,5,True 
Category B,665,Ut labore et dolore magna aliqua,89997,5,True 
Category C,735,Ut labore et dolore magna aliqua,49450,5,True 
Category B,406,Sed do eiusmod tempor incididunt,50453,5,True 
Category B,252,Ut labore et dolore magna aliqua,41915,5,True 
Category C,569,Ut labore et dolore magna aliqua,105885,5,True 
Category C,687,Ut labore et dolore magna aliqua,41150,5,True 
Category B,121,Ut labore et dolore magna aliqua,53099,5,True 
Category A,403,Sed do eiusmod tempor incididunt,103400,5,True 
Category B,832,Ut labore et dolore magna aliqua,111647,5,True 
Category C,645,Ut labore et dolore magna aliqua,72798,5,True 
Category A,480,Lorem ipsum dolor sit amet,64423,5,True 
Category C,267,Lorem ipsum dolor sit amet,74594,5,True 
Category A,80,Lorem ipsum dolor sit amet,38488,5,True 
Category A,314,Sed do eiusmod tempor incididunt,45192,5,True 
Category B,406,Lorem ipsum dolor sit amet,53213,5,True 
Category B,906,Lorem ipsum dolor sit amet,89379,5,True 
Category B,10,Consectetur adipiscing elit,54899,5,True 
Category C,37,Sed do eiusmod tempor incididunt,43927,5,True 
Category A,734,Lorem ipsum dolor sit amet,105735,5,True 
Category A,213,Lorem ipsum dolor sit amet,55390,5,True 
Category B,85,Sed do eiusmod tempor incididunt,77938,5,True 
Category A,310,Sed do eiusmod tempor incididunt,77659,5,True 
Category A,699,Ut labore et dolore magna aliqua,37424,5,True 
Category A,539,Sed do eiusmod tempor incididunt,31160,5,True 
Category B,391,Sed do eiusmod tempor incididunt,36995,5,True 
Category C,497,Sed do eiusmod tempor incididunt,73206,5,True 
Category C,991,Consectetur adipiscing elit,116541,5,True 
Category C,34,Ut labore et dolore magna aliqua,66922,5,True 
Category B,145,Ut labore et dolore magna aliqua,33524,5,True 
Category A,444,Lorem ipsum dolor sit amet,87920,5,True 
Category A,662,Sed do eiusmod tempor incididunt,67080,5,True 
Category A,253,Lorem ipsum dolor sit amet,81283,5,True 
Category B,306,Consectetur adipiscing elit,53710,5,True 
Category B,233,Lorem ipsum dolor sit amet,82621,5,True 
Category A,142,Consectetur adipiscing elit,52189,5,True 
Category B,392,Consectetur adipiscing elit,88324,5,True 
Category C,677,Lorem ipsum dolor sit amet,42838,5,True 
Category B,942,Consectetur adipiscing elit,114057,5,True 
Category B,836,Sed do eiusmod tempor incididunt,51225,5,True 
Category C,278,Lorem ipsum dolor sit amet,84744,5,True 
Category A,991,Sed do eiusmod tempor incididunt,30872,5,True 
Category A,963,Consectetur adipiscing elit,117799,5,True 
Category B,665,Lorem ipsum dolor sit amet,48675,5,True 
Category B,943,Lorem ipsum dolor sit amet,82868,5,True 
Category A,239,Lorem ipsum dolor sit amet,75343,5,True 
Category C,268,Lorem ipsum dolor sit amet,37033,5,True 
Category A,283,Ut labore et dolore magna aliqua,67570,5,True 
Category C,697,Lorem ipsum dolor sit amet,77375,5,True 
Category A,144,Sed do eiusmod tempor incididunt,115865,5,True 
Category A,959,Lorem ipsum dolor sit amet,93035,5,True 
Category C,141,Lorem ipsum dolor sit amet,104418,5,True 
Category C,338,Sed do eiusmod tempor incididunt,45242,5,True 
Category A,93,Ut labore et dolore magna aliqua,81134,5,True 
Category B,537,Consectetur adipiscing elit,43062,5,True 
Category B,517,Sed do eiusmod tempor incididunt,112659,5,True 
Category A,485,Sed do eiusmod tempor incididunt,94886,5,True 
Category A,275,Consectetur adipiscing elit,89164,5,True 
Category A,271,Lorem ipsum dolor sit amet,104104,5,True 
Category B,953,Ut labore et dolore magna aliqua,53669,5,True 
Category A,758,Consectetur adipiscing elit,100315,5,True 
Category A,550,Consectetur adipiscing elit,82960,5,True 
Category B,945,Sed do eiusmod tempor incididunt,75347,5,True 
Category B,823,Lorem ipsum dolor sit amet,33109,5,True 
Category A,362,Ut labore et dolore magna aliqua,52752,5,True 
Category A,973,Consectetur adipiscing elit,94322,5,True 
Category C,992,Lorem ipsum dolor sit amet,111877,5,True 
Category B,35,Consectetur adipiscing elit,77327,5,True 
Category A,448,Consectetur adipiscing elit,48645,5,True 
Category C,432,Ut labore et dolore magna aliqua,30070,5,True 
Category A,545,Consectetur adipiscing elit,71771,5,True 
Category C,531,Sed do eiusmod tempor incididunt,94206,5,True 
Category C,333,Sed do eiusmod tempor incididunt,32886,5,True 
Category C,680,Consectetur adipiscing elit,119193,5,True 
Category C,772,Ut labore et dolore magna aliqua,100587,5,True 
Category B,107,Ut labore et dolore magna aliqua,109329,5,True 
Category C,569,Lorem ipsum dolor sit amet,34474,5,True 
Category B,855,Sed do eiusmod tempor incididunt,110196,5,True 
Category C,525,Consectetur adipiscing elit,88337,5,True 
Category C,849,Sed do eiusmod tempor incididunt,97621,5,True 
Category A,575,Consectetur adipiscing elit,41822,5,True 
Category B,227,Consectetur adipiscing elit,106856,5,True 
Category A,636,Consectetur adipiscing elit,53336,5,True 
Category A,454,Lorem ipsum dolor sit amet,118019,5,True 
Category A,22,Lorem ipsum dolor sit amet,96559,5,True 
Category A,725,Lorem ipsum dolor sit amet,76896,5,True 
Category A,58,Lorem ipsum dolor sit amet,94123,5,True 
Category A,813,Consectetur adipiscing elit,118306,5,True 
Category C,985,Sed do eiusmod tempor incididunt,42087,5,True 
Category C,64,Consectetur adipiscing elit,35270,5,True 
Category C,944,Consectetur adipiscing elit,74129,5,True 
Category B,458,Consectetur adipiscing elit,36856,5,True 
Category A,485,Sed do eiusmod tempor incididunt,81875,5,True 
Category B,286,Sed do eiusmod tempor incididunt,61469,5,True 
Category A,645,Lorem ipsum dolor sit amet,93120,5,True 
Category B,199,Lorem ipsum dolor sit amet,37456,5,True 
Category C,50,Ut labore et dolore magna aliqua,53411,5,True 
